"ledger_bucket","rank","id","company","role_zh","original_role","tier","status","location_bucket","location","language_path","experience_path","experience_requirement","direction","chinese_relevant","formal","internship","score","source_score","posted_at","primary_url","all_links","status_evidence","analysis"
"madrid-excluded","744","563","Lenovo / Motorola","品牌视觉 / VI相关机会","Marketing Student for Motorola","C","verify","madrid","马德里及周边","english","unknown","经验要求未说明","brand","true","false","false","0","74","","https://es.linkedin.com/jobs/view/marketing-student-for-motorola-at-lenovo-vehicle-computing-4439116685","https://es.linkedin.com/jobs/view/marketing-student-for-motorola-at-lenovo-vehicle-computing-4439116685 | https://jobs.lenovo.com/es_ES/careers","LinkedIn employer detail current-looking; official Lenovo careers hub found but role-specific official URL not recovered in this pass; req WD00100602; English/company global workflow likely; salary/visa not published","Adjacent only: useful if the user wants China-tech/consumer-electronics marketing entry, but it is not a brand visual/VI design role. Track for future Motorola/Lenovo creative designer or brand designer roles in Spain."
"review-required","745","660","Lúcid / Lucid_","品牌视觉 / VI相关机会","Talent application / design & innovation studio","C","verify","barcelona","巴塞罗那及周边","unknown","unknown","经验要求未说明","brand","false","false","false","0","74","","https://www.lucid.pro/es/talento","https://www.lucid.pro/es/talento | https://www.lucid.pro/es | mailto:talent@lucid.pro","Official talent page is live and invites spontaneous applications via CV + portfolio; visible open roles on the page show old deadlines Jan/Feb 2025, so do not count as current named openings; Spanish site, contact emails sonia@lucid.pro and talent@lucid.pro; salary/visa/language not published","Useful if the portfolio bridges brand/product/experience rather than classic VI only. Lúcid works across strategic innovation, industrial design, digital design, UX/UI, design systems, phygital ecosystems, product identity language and brand/retail experiences for clients such as ISDIN, Mango, Haier, Orange and Tropicfeel. Send a concise speculative portfolio email only if tailoring to product-brand language, phygital retail, UX/UI and design-system work."
"other-location-or-unclear","746","670","Hisense Iberia","电商视觉相关机会","Generic CV submission / China-brand Spain watchlist","C","verify","other","其他地区或未说明","english","unknown","经验要求未说明","ecommerce","true","false","false","0","74","","https://www.hisense.es/trabaja-con-nosotros/","https://www.hisense.es/trabaja-con-nosotros/","Official Spain ""Trabaja con nosotros"" page is live, but no open graphic/brand design role was recovered from static page content; salary/language/contract not available","Do not count as a job. Keep as a speculative/contact channel for Chinese appliance/consumer-electronics brand work. If used, send only a short targeted inquiry asking whether Iberia marketing needs freelance or full-time visual/ecommerce/retail campaign support; do not treat as an application to a posted role."
"review-required","747","686","OUPIN / 欧聘","新媒体 / 短视频相关机会","High Chinese-job platform monitor","C","verify","barcelona","巴塞罗那及周边","english","unknown","经验要求未说明","social","false","false","false","0","74","","https://oupin.app/","https://oupin.app/ | https://play.google.com/store/apps/details?id=ai.oulang.oupin","Europe Chinese job platform; public page says it covers Spain, Madrid, Barcelona, Valencia, Alicante, Murcia and Malaga, supports Chinese job posts, AI translation, employer verification and direct chat. Route: https://oupin.app/ ; app listing: https://play.google.com/store/apps/details?id=ai.oulang.oupin",""
"review-required","748","1076","Fail Fast / SEIDOR official job page","视觉设计师","Visual Designer","C","verify","barcelona","巴塞罗那及周边","spanish","senior","资深 / 8 年以上","production","false","true","false","0","74","","","","Existing ID `210`/status-refresh records; no duplicate. Keep C-level Barcelona fallback and Spanish gate explicit.",""
"other-location-or-unclear","749","36","BIC / BIC Graphic","平面设计师","Creative Graphic Designer","C","verify","other","其他地区或未说明","english","unknown","经验要求未说明","digital","false","false","false","0","72","","https://es.indeed.com/viewjob?jk=8505e3211e4835bb","https://es.indeed.com/viewjob?jk=8505e3211e4835bb | https://www.linkedin.com/company/bic/jobs | https://www.linkedin.com/company/bic-graphic","Indeed employer-site route and LinkedIn company jobs list show Creative Graphic Designer in Tarragona; fluent business English required, French plus; Spanish not surfaced as a hard requirement in the visible copy; salary/visa not published","Vinci Lab / BIC Graphic role: creates disruptive visuals for Gallery, Interco and promo channels, proposes design solutions for standard/new products such as displays and packaging, creates premium visuals, PowerPoint templates and newsletters, and coordinates final artwork with the technical graphic team for physical samples. Good Spain/Catalonia fallback if Tarragona is acceptable; apply through employer-site route and confirm workplace, salary and Spanish expectation."
"closed-history","750","53","Ona Gráfica","","Speculative branding / packaging / editorial / digital / retail studio route","X","closed","barcelona","巴塞罗那","unknown","unknown","经验要求未说明","brand","false","false","false","0","72","","https://onagrafica.com/","https://onagrafica.com/ | mailto:info@onagrafica.com","Closed/history: Barcelona studio research route with no current vacancy or recruitment form.","Preserved in the historical library so the lead is not silently deleted or counted as currently usable."
"closed-history","751","282","Tripledot Studios / ZephyrMobile","","Product Artist","X","closed","barcelona","巴塞罗那 / hybrid；每周办公室3天","unknown","unknown","经验要求未说明","digital","false","false","false","0","72","","https://job-boards.eu.greenhouse.io/tripledotstudios/jobs/4864504101","https://job-boards.eu.greenhouse.io/tripledotstudios/jobs/4864504101","Closed/history: Mobile-game Product Artist role; outside the brand/graphic communication target.","Preserved in the historical library so the lead is not silently deleted or counted as currently usable."
"closed-history","752","285","Euroleague Basketball","","Executive, Brand & Marketing","X","closed","barcelona","巴塞罗那 / full-time permanent","unknown","unknown","经验要求未说明","brand","false","true","false","0","72","","https://euroleague-entertainment-services-slu.jobs.personio.com/job/2710583?language=en","https://euroleague-entertainment-services-slu.jobs.personio.com/job/2710583?language=en","Closed/history: Brand marketing executive role rather than a hands-on designer vacancy; the separate EuroLeague design role is already represented.","Preserved in the historical library so the lead is not silently deleted or counted as currently usable."
"madrid-excluded","753","520","Geely Auto España","品牌视觉 / VI相关机会","Brand & PR Specialist / Supervisor - Madrid","C","verify","madrid","马德里及周边","english","mid","中级 / 4 年以上","brand","false","false","false","0","72","","https://bebee.com/es/jobs/brand-pr-specialist-supervisor-geely-auto-espana-madrid--techmap_es_4422366639","https://bebee.com/es/jobs/brand-pr-specialist-supervisor-geely-auto-espana-madrid--techmap_es_4422366639 | https://www.jobleads.com/es/job/brand-pr-lead-events-media-brand-experience--madrid--e23fae1de2b53fba3e05d99dfb78e27b0","BeBee detail shows active-looking until 4 Aug 2026; JobLeads mirrors show recent; English and Spanish fluent; 4+ years automotive; salary mirror EUR40k-55k not official; original company ATS not recovered","Not a designer role, but covers corporate events, product launches, press drives, brand activations, press kits, event briefings and brand standards. Keep as China-brand brand-experience watchlist only; Spanish is a hard gate."
"review-required","754","671","UGREEN EU","新媒体 / 短视频相关机会","Generic HR contact / Europe electronics brand watchlist","C","verify","remote","远程 / 欧洲","unknown","unknown","经验要求未说明","social","false","false","false","0","72","","https://eu.ugreen.com/es/pages/contact","https://eu.ugreen.com/es/pages/contact | mailto:hr@ugreen.com","Official EU contact page lists recruitment email hr@ugreen.com, PR email pr@ugreen.com, partner email partner@ugreen.com and a Germany office; no open design role, salary, language or contract details","Do not count as a job. Useful as a cold outreach/watchlist target for ecommerce visuals, marketplace creatives, Amazon/AliExpress/TikTok shop assets, product launch pages and social templates. Ask whether EU marketing/design support is handled locally or from Shenzhen before sending a full portfolio."
"closed-history","755","997","Restate","Founding Brand Designer（AI infrastructure）","Founding Brand Designer（本轮新增）","X","closed","remote","Europe remote；Spain 未列","english","senior","高级 / founding brand systems","brand","false","false","false","0","72","","https://jobs.ashbyhq.com/restate/1192a1a4-6574-4c54-afe8-356235f82dad?gh_src=Redpoint+Ventures+job+board","https://jobs.ashbyhq.com/restate/1192a1a4-6574-4c54-afe8-356235f82dad?gh_src=Redpoint+Ventures+job+board","Closed/history: the exact Restate Ashby URL now returns only a generic Jobs shell with no Founding Brand Designer title, role body or application form.","Archive the former AI-infrastructure brand brief and restore only from a new exact official requisition."
"closed-history","756","1034","SearchApi / official Ashby ATS","","Frontend Engineer & UI Designer (Developer Tooling)","X","closed","remote","远程 / 欧洲","unknown","unknown","经验要求未说明","brand","false","false","false","0","72","","https://jobs.ashbyhq.com/searchapi/597a1f05-d9bd-4827-82f1-794c0d861fff","https://jobs.ashbyhq.com/searchapi/597a1f05-d9bd-4827-82f1-794c0d861fff | https://jobs.ashbyhq.com/searchapi/597a1f05-d9bd-4827-82f1-794c0d861fff/application","Excluded/current: SearchApi's role is frontend engineering plus UI and is limited to Lithuania, not Spain/Europe-wide remote.","Promote to a live C-tier Spain-remote design/engineering adjacent role, below pure brand and visual-design opportunities. Apply only if production frontend engineering is a real part of the target; confirm Spain contract, compensation and the take-home challenge before investing time."
"closed-history","757","1089","Perk / official Ashby posting API","","Staff Product Designer - Events","X","closed","barcelona","巴塞罗那","unknown","unknown","经验要求未说明","brand","false","true","false","0","72","","https://jobs.ashbyhq.com/Perk/3f12cf23-47f1-4423-9256-eb998d80133e","https://jobs.ashbyhq.com/Perk/3f12cf23-47f1-4423-9256-eb998d80133e | https://jobs.ashbyhq.com/Perk/3f12cf23-47f1-4423-9256-eb998d80133e/application","Excluded/current: Perk Staff Product Designer is a senior product-design role, not brand, graphic or visual communication design.","Barcelona C-level backup. Apply only with strong end-to-end product flows, design-system/craft leadership and AI workflow evidence; do not lead with static VI alone"
"closed-history","758","1251","Chispum / employer LinkedIn","","Asistente de impresión e instalación de vinilos","X","closed","barcelona","巴塞罗那","unknown","unknown","经验要求未说明","production","false","false","false","0","72","","https://es.linkedin.com/company/chispum","https://es.linkedin.com/company/chispum | https://chispum.studio | mailto:work@chispum.com","Closed/history: Part-time printing and vinyl-installation assistant role; production labour rather than a graphic-design vacancy.","Preserved in the historical library so the lead is not silently deleted or counted as currently usable."
"closed-history","759","407","papernest","品牌设计实习生（视觉识别重塑与品牌指南）","Graphic Designer Internship / Brand Design Intern","X","closed","barcelona","Barcelona / hybrid / 6 个月实习 / €800 月薪","english","junior","在读设计学生 / 6 个月实习","brand","false","false","true","0","72","","https://careers.papernest.com/jobs/7535382-graphic-designer-internship-barcelona","https://careers.papernest.com/jobs/7535382-graphic-designer-internship-barcelona | https://careers.papernest.com/jobs","Closed/history: checked again on 2026-08-13; the exact papernest Teamtailor detail now returns HTTP 410 Gone. A readable old description, search cache or generic company page is not a current application route.","Preserve the former brief, location, requirements and source URL in history. Restore it to the ranked board only if the employer publishes a new exact vacancy with a role-specific application path."
"closed-history","760","50","Karakter Studio","","Portfolio intake despite no vacancies","X","closed","barcelona","巴塞罗那/L'Hospitalet graphic","unknown","unknown","经验要求未说明","brand","false","false","false","0","70","","https://karakter.es/en/karakter-studio-graphic-design-barcelona/","https://karakter.es/en/karakter-studio-graphic-design-barcelona/ | mailto:team@karakter.es","Closed/history: Official page explicitly states there are no vacancies; portfolio email is retained only as historical outreach research.","Preserved in the historical library so the lead is not silently deleted or counted as currently usable."
"madrid-excluded","761","107","North","其他设计相关相关机会","Design System Designer","C","verify","madrid","马德里及周边","unknown","mid","中级 / 3 年以上","other","false","false","false","0","70","","https://es.linkedin.com/jobs/view/design-system-designer-at-north-4432324171","https://es.linkedin.com/jobs/view/design-system-designer-at-north-4432324171","西语沟通明确；英语未明确","官方具体岗位页可访问/LinkedIn显示1周前、58申请并有Solicitar；申请前确认实际办公地"
"closed-history","762","448","Stanley Black & Decker","数字视觉设计师","Digital Designer — status correction","X","closed","remote","远程 / 欧洲","english","unknown","经验要求未说明","digital","false","true","false","0","70","","https://es.linkedin.com/jobs/view/digital-designer-at-stanley-black-decker-inc-4441481525","https://es.linkedin.com/jobs/view/digital-designer-at-stanley-black-decker-inc-4441481525 | https://www.stanleyblackanddecker.com/careers","Downgraded to closed/status conflict: LinkedIn detail now says “Ya no se aceptan solicitudes” despite being posted about 5 days ago; English CV and portfolio were required; no salary; no public employer ATS found","Work covered websites, email, social, display ads, responsive assets and brand consistency across DEWALT/BLACK+DECKER/STANLEY and other global brands. Keep as a high-value future-watch Chinese/Asian-market-adjacent global brand channel, but do not treat this requisition as currently open."
"closed-history","763","453","DR BLOOM BARCELONA","设计相关实习","Internship Visual Content & Community Manager — status recheck","X","closed","barcelona","巴塞罗那及周边","unknown","junior","初级 / 实习","social","false","false","true","0","70","","https://www.domestika.org/es/jobs/111875-internship-visual-content-community-manager-barcelona-espana","https://www.domestika.org/es/jobs/111875-internship-visual-content-community-manager-barcelona-espana | https://www.drbloom.es/","Closed/history: the dated Domestika detail still opens but exposes no application route and is no longer accepting applications.","Maintains visual feed/brand ADN, creates Instagram/TikTok, newsletters and digital campaigns, supports shoots and collabs. Not pure VI, but a practical low-seniority bridge into a defined fashion brand; verify language, convenio and current contact before applying."
"closed-history","764","493","Ladder.io","数字视觉设计师","Chinese-Speaking Digital Designer – Remote / Contract","X","closed","remote","远程 / 欧洲","english","unknown","经验要求未说明","digital","true","true","false","0","70","","https://www.youngcapital.uk/vacancies/5278727-chinese-speaking-digital-designer-remote-global-brands-ladder-io","https://www.youngcapital.uk/vacancies/5278727-chinese-speaking-digital-designer-remote-global-brands-ladder-io | https://talents.studysmarter.co.uk/companies/ladder-io/chinese-speaking-digital-designer-contract-global-brands-ladder-io-12096042/","Third-party detail explicitly says the job is not active / closed; historical brief required fluent Mandarin and English, Adobe/Figma, Chinese platforms, paid social, web, email, display and landing-page design; contract version was 3 months with possible extension; third-party salary estimates are not authoritative","Do not apply through the closed mirror. Add Ladder.io to the direct-company watchlist and look for a fresh official careers/LinkedIn requisition; the role's keyword profile is one of the best matches for a Chinese-speaking designer who can extend brand systems into Chinese-market digital channels."
"other-location-or-unclear","765","580","BARBERAN SA","数字品牌延展相关机会","Diseñador/a Gráfico/a","C","verify","other","其他地区或未说明","unknown","unknown","经验要求未说明","digital","false","true","false","0","70","","https://www.infojobs.net/castelldefels/disenador-grafico/of-ied4303ce7d4cc9a92c719b7bb6af5e","https://www.infojobs.net/castelldefels/disenador-grafico/of-ied4303ce7d4cc9a92c719b7bb6af5e","InfoJobs detail visible; published 2026-05-25 and still indexed; permanent full-time; more than EUR27,000; English medium valued; Spanish likely","Less pure VI, but useful because the company is international and brand consistency matters. Scope: corporate/commercial materials, catalogues, technical sheets, presentations, ads, social, web, digital campaigns, fairs/events, basic video and coordination with marketing/sales/engineering. Could be viable if English and B2B/corporate rollout are strong."
"other-location-or-unclear","766","698","爱在欧洲 / LoveInEurope BBS","品牌视觉 / VI相关机会","Low Europe/overseas-student archive","C","verify","other","其他地区或未说明","english","unknown","经验要求未说明","brand","false","false","false","0","70","","https://bbs.loveineurope.com/forum-2-38-1.html","https://bbs.loveineurope.com/forum-2-38-1.html","Overseas Chinese/student forum with a 华人街招聘/留学生招聘 board. Route: https://bbs.loveineurope.com/forum-2-38-1.html",""
"closed-history","767","955","Jobgether / 匿名合作公司","高级品牌设计师（原始 Lever 已失效）","Freelance – Senior Brand Designer（状态纠正）","X","closed","other","其他地区或未说明","unknown","senior","资深 / 5 年以上","brand","false","false","false","0","70","","https://jobs.lever.co/jobgether/300a0d90-f55c-464f-9e11-1ad42a44de29","https://jobs.lever.co/jobgether/300a0d90-f55c-464f-9e11-1ad42a44de29","Closed/history: the original Jobgether Lever requisition 300a0d90-f55c-464f-9e11-1ad42a44de29 was reopened on 2026-08-12 and returns HTTP 404. A search-result snapshot is not evidence of a current application route.","Preserve the anonymous-employer lead in history, but do not count or apply to it. Restore only if a new employer or intermediary original page opens with a working application and discloses the Spain contract conditions."
"closed-history","768","967","Wallapop / official Greenhouse ATS","","Senior Product Designer","X","closed","barcelona","巴塞罗那","unknown","senior","资深 / 5 年以上","ecommerce","false","true","false","0","70","","https://job-boards.greenhouse.io/wallapop/jobs/4483615101","https://job-boards.greenhouse.io/wallapop/jobs/4483615101 | https://job-boards.eu.greenhouse.io/wallapop","Closed/history: Senior marketplace Product Designer role; outside the brand/graphic target despite being current in Barcelona.","Preserved in the historical library so the lead is not silently deleted or counted as currently usable."
"review-required","769","1185","TwoJeys / 官方 Personio ATS","平面设计师","Apparel Graphic Designer、Graphic Designer、Head of Brand","C","verify","barcelona","巴塞罗那及周边","english","senior","资深 / 5 年以上","production","false","true","false","0","70","","","","Apparel Graphic Designer、Graphic Designer、Head of Brand",""
"closed-history","770","1238","BYPHASSE","","Senior Graphic Designer / Diseñador Gráfico Senior","X","closed","barcelona","巴塞罗那","unknown","senior","资深 / 5 年以上","brand","false","false","false","0","70","","https://es.linkedin.com/jobs/view/dise%C3%B1ador-gr%C3%A1fico-senior-at-byphasse-4379926338","https://es.linkedin.com/jobs/view/dise%C3%B1ador-gr%C3%A1fico-senior-at-byphasse-4379926338 | https://byphasse.com/careers/ | https://byphasse.com/about/ | https://byphasse.com/es/contact-es/","Closed/history: checked again on 2026-08-13; the exact BYPHASSE LinkedIn detail redirects to a generic search URL containing expired_jd_redirect. A readable old description, search cache or generic company page is not a current application route.","Preserve the former brief, location, requirements and source URL in history. Restore it to the ranked board only if the employer publishes a new exact vacancy with a role-specific application path."
"madrid-excluded","771","149","Quince","品牌设计师","Brand Designer – EU","D","verify","madrid","马德里及周边","unknown","mid","中级 / 3–5 年","ecommerce","false","false","false","0","68","","https://job-boards.greenhouse.io/quince?trafficSource=blog","https://job-boards.greenhouse.io/quince?trafficSource=blog","语言未明确；国际团队","官方Greenhouse职位总表仍列出Brand Designer–EU，详情页和Indeed有完整JD；当前开放"
"review-required","772","159","OFF","高级品牌设计师","Senior Brand Designer","D","verify","remote","远程 / 欧洲","spanish","senior","资深 / 5 年以上","digital","false","false","false","0","68","","https://www.itsoffbrand.com/careers/senior-brand-designer","https://www.itsoffbrand.com/careers/senior-brand-designer","未见西语要求；英语沟通","官网申请表/邮箱仍开放"
"madrid-excluded","773","164","OMODA & JAECOO España / Chery","社交媒体岗位","Social Media / Content & Brand Storytelling","D","verify","madrid","马德里及周边","spanish","mid","中级 / 2–4 年","social","true","false","false","0","68","","https://bebee.com/es/jobs/redes-sociales-sin-experiencia-omoda-jaecoo-espana-barcelona--jooble-8568614908628741423--af591b87c53b73ca630a6d564a98b2c0","https://bebee.com/es/jobs/redes-sociales-sin-experiencia-omoda-jaecoo-espana-barcelona--jooble-8568614908628741423--af591b87c53b73ca630a6d564a98b2c0","西语+英语流利必需","多个招聘聚合入口重复出现；原始雇主申请入口未被公开索引，需从岗位页点击“Aplicar”核验"
"review-required","774","215","Kestra Technologies","新媒体 / 短视频相关机会","Brand & UI Designer","D","verify","remote","远程 / 欧洲","spanish","unknown","经验要求未说明","social","false","false","false","0","68","","https://jobs.ashbyhq.com/kestra/6849dbc5-ef71-4888-b342-14baaa69d646/","https://jobs.ashbyhq.com/kestra/6849dbc5-ef71-4888-b342-14baaa69d646/ | https://kestra.io/careers/","英语工作环境；未见西语要求","Ashby旧详情仍只返回JavaScript壳；Kestra官方careers当前开放职位列表不再显示该设计岗，仅有Open Application；保留为关闭/状态冲突历史，不当作当前可投"
"review-required","775","246","Adobe","其他设计相关相关机会","Design Systems Designer — Adobe Express","D","verify","remote","远程 / 欧洲","unknown","unknown","经验要求未说明","other","false","false","false","0","68","","https://es.linkedin.com/jobs/view/design-systems-designer-adobe-express-at-adobe-4424577803","https://es.linkedin.com/jobs/view/design-systems-designer-adobe-express-at-adobe-4424577803 | https://adobe.design/careers/","语言未明确；国际团队","LinkedIn详情显示1天前、58申请并有Solicitar，但直接页本轮无法稳定打开；外部设计系统索引标注Remote Spain；先用LinkedIn/Adobe careers确认"
"review-required","776","255","Jobgether / 未公开合作方","高级品牌设计师","Senior Brand Designer, Experiential","D","verify","remote","远程 / 欧洲","unknown","senior","资深 / 5 年以上","digital","false","false","false","0","68","","https://es.linkedin.com/jobs/view/senior-brand-designer-experiential-at-jobgether-4424516170","https://es.linkedin.com/jobs/view/senior-brand-designer-experiential-at-jobgether-4424516170","语言未明确；国际科技公司","LinkedIn详情显示6天前、36申请并有Solicitar；由Jobgether代合作方发布，真实雇主/合同需先确认"
"review-required","777","271","Scopely / Flamed","数字品牌延展相关机会","Creative Lead Monopoly GO","D","verify","barcelona","巴塞罗那及周边","spanish","senior","资深 / 5 年以上","digital","false","false","false","0","68","","https://es.linkedin.com/jobs/view/senior-creative-lead-monopoly-go-at-scopely-4358783548","https://es.linkedin.com/jobs/view/senior-creative-lead-monopoly-go-at-scopely-4358783548 | https://www.scopely.com/en/news/scopely-expands-in-barcelona-with-new-game-making-tech-and-creative-hub","英语明确；未见西语要求","LinkedIn直接页显示6天前、56申请、有Solicitar；官方Greenhouse现行列表未出现同名Creative Lead，按状态冲突处理，可直投并联系招聘/发布者"
"other-location-or-unclear","778","470","Go Getop / Bygetop","平面设计与中国市场数字营销（泛投池）","Graphic Designer; Chinese Digital Marketing Specialist","C","verify","other","英国团队远程 / 西班牙雇佣待确认","english","junior","初级 / 实习","digital","true","false","true","0","68","","https://www.gogetop.com/en/Careers/","https://www.gogetop.com/en/Careers/ | https://www.gogetop.com/en/Careers/Apply.html","Official Go Getop careers page opened directly on 2026-08-09. It lists generic Graphic Designer and Chinese Digital Marketing Specialist descriptions with a shared Apply form, but explicitly frames remote work as part-time/internship, says the agency is located in London, and publishes no Spain/Europe employment entity, hourly commitment, contract type or fixed compensation. A newer specific Brand Marketing & Events role is UK-based and part-time.","Retain as a low-priority Chinese-market remote lead only. It is not a Barcelona local vacancy or a confirmed Spain/Europe employment route. Before investing in a tailored application, ask whether candidates resident in Spain can be engaged, whether the work is paid internship, freelance or employment, the weekly hours and the pay range."
"review-required","779","527","Lo Siento Studio","品牌视觉 / VI相关机会","Direct speculative application / project inquiry","D","verify","barcelona","巴塞罗那及周边","unknown","unknown","经验要求未说明","brand","false","false","false","0","68","","https://losiento.studio/","https://losiento.studio/","Official site lists work@losiento.net for starting a project and info@losiento.net for general enquiries; no careers page, vacancy, salary or language policy","Very relevant for tactile identity and conceptual branding, but the visible email is business-oriented rather than hiring-oriented. Use only as a cautious portfolio inquiry, preferably asking “Do you accept portfolio submissions or freelance collaborators?” before sending attachments."
"other-location-or-unclear","780","538","Western Digital","创意设计师","Regional Creative Designer (m/f/d)","D","verify","other","其他地区或未说明","english","unknown","经验要求未说明","brand","false","false","false","0","68","","https://jobs.smartrecruiters.com/WesternDigital/744000112508474-regional-creative-designer","https://jobs.smartrecruiters.com/WesternDigital/744000112508474-regional-creative-designer","Official SmartRecruiters page is open and shows I'm interested; work location Guildford Office; anticipated deadline 06/03/2026, which is before the current date; no Spanish requirement surfaced; salary/visa not published","Strong match for global brand-system execution: EMEA marketing assets, web, social, email, presentations, events, partner materials, localization, templates and documentation. Because the deadline is past and location is UK, keep as a low-priority monitor unless the form still accepts and relocation is possible."
"closed-history","781","626","Selectif Official","品牌设计师","Freelance Digital Brand Designer - eCommerce Fashion Brand","X","closed","barcelona","巴塞罗那及周边","unknown","unknown","经验要求未说明","ecommerce","false","false","false","0","68","","https://www.domestika.org/es/jobs/111940-freelance-digital-brand-designer-ecommerce-fashion-brand-en-remoto","https://www.domestika.org/es/jobs/111940-freelance-digital-brand-designer-ecommerce-fashion-brand-en-remoto | https://selectifofficial.com/","Domestika detail is current-looking, published 30 May 2026 and not marked closed; freelance remote, project by phases, open to international profiles; salary negotiable; contact hidden behind Domestika login","Very aligned with VI-to-digital extension: visual audit, palette/typography/system validation, composition rules, social/ads/email/web/e-commerce visuals, digital Brand Style Guide, editable Google/Meta/Klaviyo templates, Figma/Adobe/Canva sources. This is a practical low-Spanish/freelance candidate if the user has premium fashion/beauty/e-commerce work. Apply through Domestika or contact via brand channels after finding a direct email; portfolio must show premium visual systems, not isolated posts."
"closed-history","782","903","fhios / 最终客户未公开","多渠道视觉设计师（AI、演示、视频与制作审校）","多渠道视觉设计师（AI 创意流程） / Diseñador/a — producción multicanal e IA","X","closed","barcelona","Barcelona / 项目制 / 最终客户与期限待确认","spanish","mid","中高级 / 项目制 / 客户未公开","digital","false","false","false","0","68","","https://es.linkedin.com/jobs/view/dise%C3%B1ador-a-at-fhios-smart-knowledge-4427352973","https://es.linkedin.com/jobs/view/dise%C3%B1ador-a-at-fhios-smart-knowledge-4427352973 | https://www.fhios.es/servicios/marketing-digital | https://www.fhios.es/aviso-legal","Closed/history: checked again on 2026-08-13; the exact fhios LinkedIn detail redirects to a generic search URL containing expired_jd_redirect. A readable old description, search cache or generic company page is not a current application route.","Preserve the former brief, location, requirements and source URL in history. Restore it to the ranked board only if the employer publishes a new exact vacancy with a role-specific application path."
"review-required","783","1015","Bounce / official Ashby","高级品牌设计师","Senior Brand Designer (Contractor)（关闭状态复核）","D","verify","remote","远程 / 欧洲","unknown","senior","资深 / 5 年以上","brand","false","false","false","0","68","","https://jobs.ashby.com/Bounce/50907f5e-d832-4938-96c8-56c830c0b662/","https://jobs.ashby.com/Bounce/50907f5e-d832-4938-96c8-56c830c0b662/","官方 Ashby 索引明确 deadline 为 2026-07-23 10:00 GMT-5；本轮继续按关闭处理，不因旧缓存恢复","保留历史，不投递。只有出现新的 Ashby ID 或雇主重新发布独立详情页时再恢复。"
"other-location-or-unclear","784","1028","Zak Group / official studio careers","高级品牌设计师","Senior Brand Designer (Freelance)（本轮新增）","D","verify","other","其他地区或未说明","english","senior","资深 / 5 年以上","social","false","false","false","0","68","","https://www.zak.group/office/jobs/freelance-senior-graphic-designer-brand","https://www.zak.group/office/jobs/freelance-senior-graphic-designer-brand","官方工作页当前显示 Remote、Freelance、Rolling；明确接受全球 freelance applicants，并要求 CV、portfolio 两个独立 PDF 加 cover letter；页面有直接申请表和上传入口","负责与 Creative Director 协作品牌与 identity 项目，提出多个概念方向，覆盖 symbols、logos、logotypes、lettering、type design、illustration；2D motion/3D 是加分。先确认项目制/日费、付款币种、工作量、Spain contractor 税务和 portfolio PDF 大小；投递材料以品牌身份系统、字体/标志推导、应用延展和少量 motion 为主，不要只投社媒平面。"
"review-required","785","1155","Built In / Barcelona design index","平面设计师","Omnicom Health Graphic Designer internship, Labhouse Graphic Designer - Growth Team and other recent-looking cards","D","verify","remote","远程 / 欧洲","unknown","junior","初级 / 实习","brand","false","false","true","0","68","","","","Omnicom Health Graphic Designer internship, Labhouse Graphic Designer - Growth Team and other recent-looking cards",""
"closed-history","786","1262","Checkin Hotel Group / employer-origin LinkedIn","","Diseñador/a Gráfico/a Sénior","X","closed","barcelona","巴塞罗那","english","senior","资深 / 5 年以上","production","false","false","false","0","68","","https://es.linkedin.com/jobs/view/dise%C3%B1ador-a-gr%C3%A1fico-a-s%C3%A9nior-at-checkin-hotel-group-4431503397","https://es.linkedin.com/jobs/view/dise%C3%B1ador-a-gr%C3%A1fico-a-s%C3%A9nior-at-checkin-hotel-group-4431503397 | https://www.checkinhotelgroup.com/en | https://www.checkinhotelgroup.com/contacto | mailto:marketing@checkinhotels.com | mailto:comunicacion@checkinhotels.com","Closed/history: checked again on 2026-08-13; the exact Checkin Hotel Group LinkedIn detail redirects to a generic search URL containing expired_jd_redirect. A readable old description, search cache or generic company page is not a current application route.","Preserve the former brief, location, requirements and source URL in history. Restore it to the ranked board only if the employer publishes a new exact vacancy with a role-specific application path."
"closed-history","787","930638","Remedy Edge Spain / Omnicom Health / official Greenhouse ATS","","Graphic Designer - Internship","X","closed","barcelona","巴塞罗那","english","junior","初级 / 实习","digital","false","true","true","0","68","","https://job-boards.greenhouse.io/omnicomhealth/jobs/4542432008?gh_src=c840e9e88us","https://job-boards.greenhouse.io/omnicomhealth/jobs/4542432008?gh_src=c840e9e88us","Closed/duplicate history: the former Omnicom Greenhouse requisition 4542432008 now returns 404. Its Graphic Designer Internship brief is represented by the current canonical Remedy Edge opening 5207339008 / 5207341008, so this old route must not count as a separate live vacancy.","Keep only as historical evidence. Do not apply through the removed 4542432008 route; use the single current Remedy Edge trainee card and its two verified official application links."
